IPQA NO;Current Paper NO;Lot;Product Model;Equipment;Surface Treatment;Layout Design;Production Process;Edge Position;Board Specification;Board Length (mm);Board Width (mm);Minimum Hole Diameter (mm);Customer Number;Full Board Plating_Production Line Equipment Name;Full Board Plating_Copper Surface Requirement (um);Full Board Plating_Hole Copper Requirement (um);Full Board Plating_Copper Current Density;Full Board Plating_Spray Frequency (HZ);Full Board Plating_Copper Plating Time (min);Full Board Plating_Board Speed (m/min);Pattern Plating_Production;Pattern Plating_Copper Surface Requirement (um);Pattern Plating_Hole Copper Requirement (um);Pattern Plating_Plated Area (GTL);Pattern Plating_Plated Area (GBL);Pattern Plating_Copper Current Density;Pattern Plating_Tin Plating Current Density;Pattern Plating_Spray Frequency|Copper (HZ);Pattern Plating_Spray Frequency|Tin (HZ);Pattern Plating_Copper Plating Time (min);Pattern Plating_Tin Plating Time (min);Pattern Plating_Board Speed (m/min);Is Hole Plugged;Not Plugged;Plugged;Inspection Item;Requirement;Measured Range 1;Measured Range 2;Measured Range 3;Measured Range 4;Measured Range 5;Measured Range 6;Average Value;Judgment;min_requirement;judgement_criteria;label;thickness_min;thickness_max;thickness_mean;thickness_std;thickness_range;mfgpartId;Part Number;Panel Length;Panel Width;Part Length;Part Width;Line width/spacing (mm);Graphic Area C Side %;Graphic Area S Side %;Board Thickness (mm);Min. hole size;Total Hole Quantity;Ratio;Panel Size;Line Width (mm);Line Spacing (mm);is_vcp;minimal_thickness;maximal_thickness;thickness_asymmetry;thickness_req_ratio;thickness_delta;minimum_hole_diameter
DCI-20250714293;ECI-20250713008;WOA250712269-00-001-001;J0200696A00.0;2#龙门图电线;喷锡;A板;正片;短边;1.5;622.0;334.0;0.4mm;H0053;东威;5;5;28;45.0;18.5;2.1;龙门;≥38.4;单点≥25;30.0;26.0;18.0;10.0;;;70.0;8;;是;;;孔铜;≥25;29.41;26.14;30.72;30.72;27.45;32.68;29.52;ACC;25.0;30.0;1;26.14;32.68;29.52;2.39;6.539999999999999;507990;J0200696A00.0;622.0;334.0;314.0;300.0;0.508/;29.62;26.46;1.6;0.4;6141.0;4.0;207748.0;0.508;;False;26.14;32.68;6.539999999999999;0.04560000000000002;1.1400000000000006;0.4
DCI-20250714294;ECI-20250714003;WOA250704090-00-001-002;J0200048A00.0;2#龙门图电线;沉金;A板;正片;短边;1.5;622.0;546.0;0.75;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;≥35;单点≥20，平均≥25;19.0;22.0;18.0;10.0;;;60.0;8;;否;;;孔铜;≥20平均25;30.72;28.76;32.03;31.37;26.8;32.03;30.28;ACC;20.0;25.0;0;26.8;32.03;30.28;2.09;5.23;230908;J0200048A00.0;622.0;546.0;204.0;108.5;0.25/0.2;19.0;22.0;1.6;0.75;10297.0;2.133333333333333;339612.0;0.25;0.2;False;26.8;32.03;5.23;0.34;6.800000000000001;0.75
DCI-20250714331;ECI-20250705008;WOA250627856-00-002-002;J0200660A00.0;1#东威图电VCP线;沉金;A板;正片;短边;0.9;546.0;414.66;0.4;H0080;东威;5;5;28;40.0;18.5;2.1;东威;35;单点≥20，平均≥25;63.0;54.0;23.0;15.0;40;35;36.0;6;1;是;;;孔铜;≥20平均25;32.68;28.11;32.68;32.03;28.76;32.03;31.04;ACC;20.0;25.0;0;28.11;32.68;31.05;2.06;4.57;488703;J0200660A00.0;546.0;414.66;220.79;172.88;0.8/;63.0;54.0;1.0;0.4;1857.0;2.5;226404.36;0.8;;True;28.11;32.68;4.57;0.40549999999999997;8.11;0.4
DCI-20250714366;ECI-20250714005;WOA250703050-00-001-001;JP2C504EA0;2#东威板电VCP线;沉金;A板;负片;短边;0.4;622.0;520.5;0.4;H001;东威;≥33.4um;单点≥18um,平均≥20um;15;45.0;48.78;0.8;;;;;;;;;;;;;否;;;孔铜;≥18平均20;25.49;23.53;24.84;24.84;23.53;24.84;24.51;ACC;18.0;23.0;0;23.53;25.49;24.51;0.8;1.959999999999997;170292;JP2C504EA0;622.0;520.5;133.2;95.52;;;;0.45;0.4;30350.0;1.125;323751.0;;;True;23.53;25.49;1.9599999999999973;0.3072222222222223;5.530000000000001;0.4
DCI-20250714475;ECI-20250714006;woa250628874-00-001-001;JB2C724TB1;2#龙门图电线;沉锡;A板;正片;短边;1.5;580.0;473.5;0.55;H0080;东威;5;5;28;45.0;18.5;2.13;龙门;35-55;单点≥25;55.0;61.0;18.0;11.0;;;70.0;8;;否;;;孔铜;≥25;33.33;28.45;33.99;31.37;28.11;33.33;31.43;ACC;25.0;30.0;1;28.11;33.99;31.43;2.6;5.880000000000003;446862;JB2C724TB1;580.0;473.5;280.0;228.0;0.2/0.2;55.0;61.0;1.6;0.55;22304.0;2.909090909090909;274630.0;0.2;0.2;False;28.11;33.99;5.880000000000003;0.12439999999999998;3.1099999999999994;0.55
DCI-20250714477;ECI-20250714007;WOA250627849-00-001-001;JP2C308LA0;2#龙门图电线;喷锡;A板;正片;短边;1.5(含铜);608.0;392.0;0.35;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;35;单点≥20，平均≥25;40.0;78.0;18.0;11.0;;;60.0;8;;是;;;孔铜;≥20平均25;30.72;24.18;31.37;30.72;25.49;31.37;28.97;ACC;20.0;25.0;0;24.18;31.37;28.98;3.25;7.190000000000001;3622;JP2C308LA0;608.0;392.0;292.75;184.8;0.152/0.152;40.0;78.0;1.55;0.35;12513.0;4.428571428571429;238336.0;0.152;0.152;False;24.18;31.37;7.190000000000001;0.209;4.18;0.35
DCI-20250714553;ECI-20250714010;WOA250703035-00-001-001;J0400113A00.0;2#龙门图电线;沉金;A板;正片;短边;1.1;622.0;546.0;0.25mm;H0116;东威;5;5;28;45.0;18.5;2.1;龙门;≥35um;单点≥20，平均≥25;57.0;61.0;18.0;10.0;;;60.0;8;;是;;;孔铜;≥20平均25;31.37;24.84;28.76;32.03;23.53;30.72;28.54;ACC;20.0;25.0;1;23.53;32.03;28.54;3.57;8.5;261102;J0400113A00.0;622.0;546.0;127.3;88.7;0.102/0.138;57.0;61.0;1.6;0.25;73525.0;6.4;339612.0;0.102;0.138;False;23.53;32.03;8.5;0.17650000000000005;3.530000000000001;0.25
DCI-20250714636;ECI-20250714002;WOA250712313-00-001-001;J0200697A00.0;1#东威图电VCP线;沉锡;A板;正片;短边;1.5;560.0;541.0;0.4;H0150;东威;5;5;28;45.0;18.5;2.1;东威;≥35;单点≥20，平均≥25;33.0;32.0;31.0;17.0;45;40;36.0;6;1;是;;;孔铜;≥20平均25;30.72;24.18;35.3;33.99;25.39;33.33;30.48;ACC;20.0;25.0;0;24.18;35.3;30.48;4.68;11.12;507914;J0200697A00.0;560.0;541.0;177.64;172.23;/;32.72;31.68;1.6;0.4;30073.0;4.0;302960.0;;;True;24.18;35.3;11.119999999999997;0.209;4.18;0.4
DCI-20250715036;ECI-20250714008;WOA250711259-00-001-001;J0400728A00.0;2#龙门图电线;沉金;A板;正片;短边;1.2;618.0;534.0;0.325mm;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;≥70;单点≥25;80.0;87.0;19.0;12.0;;;70.0;8;;是;;;孔铜;≥25;35.95;32.68;36.6;35.95;30.07;35.95;34.53;ACC;25.0;30.0;0;30.07;36.6;34.53;2.59;6.530000000000001;508194;J0400728A00.0;622.0;538.0;256.0;160.0;0.254/0.254;79.9;86.8;1.31;0.325;20178.0;4.030769230769231;334636.0;0.254;0.254;False;30.07;36.6;6.530000000000001;0.2028;5.07;0.325
DCI-20250715135;ECI-20250714011;WOA250712315-00-001-001;J0600138A00.0;2#东威板电VCP线;沉金;A板;负片;短边;1.5;580.0;347.0;0.3mm;H0080;东威;≥35um;单点≥25;29;50.0;48.75;0.8;;;;;;;;;;;;;是;;;孔铜;≥25;36.31;28.31;35.69;33.85;28.92;35.08;33.02;ACC;25.0;30.0;1;28.31;36.31;33.03;3.52;8.000000000000004;502424;J0600138A00.0;580.0;347.0;274.0;106.0;;;;1.6;0.3;20359.0;5.333333333333334;201260.0;;;True;28.31;36.31;8.000000000000004;0.13239999999999996;3.3099999999999987;0.3
DCI-20250715150;ECI-20250714004;WOA250709184-00-001-001;J0200687A00.0;2#东威板电VCP线;沉锡;A板;正片;短边;0.7;560.0;436.0;0.5mm;H0080;东威;≥35;单点≥20，平均≥25;25;45.0;48.8;0.8;;;;;;;;;;;;;;;;孔铜;≥20平均25;28.31;25.85;28.31;30.15;26.46;27.69;27.79;ACC;20.0;25.0;0;25.85;30.15;27.8;1.53;4.299999999999997;507188;J0200687A00.0;560.0;436.0;416.0;180.0;;;;0.8;0.5;1096.0;1.6;244160.0;;;True;25.85;30.15;4.299999999999997;0.2925000000000001;5.850000000000001;0.5
DCI-20250715151;ECI-20250710011;WOA250625774-00-001-001;J0200061B00.0;2#东威板电VCP线;喷锡;A板;负片;短边;0.9;626.0;415.0;0.325;H0080;东威;≥103.6;单点≥20，平均≥25;28;45.0;48.8;0.8;;;;;;;;;;;;;;;;孔铜;≥20平均≥25;32.68;28.76;32.03;35.95;27.45;33.33;31.7;ACC;20.0;25.0;0;27.45;35.95;31.7;3.11;8.500000000000004;256812;J0200061B00.0;626.0;415.0;373.0;202.0;;;;1.0;0.325;6631.0;3.076923076923077;259790.0;;;True;27.45;35.95;8.500000000000004;0.37249999999999994;7.449999999999999;0.325
DCI-20250715187;ECI-20250714009;WOA250712314-00-001-001;J0400740A00.0;2#龙门图电线;喷锡;A板;正片;短边;1;580.0;544.0;0.35mm;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;≥61;单点≥25;40.0;37.0;19.0;12.0;;;70.0;8;;是;;;孔铜;≥25;39.22;31.37;39.87;40.52;30.72;39.22;36.82;ACC;25.0;30.0;0;30.72;40.52;36.82;4.5;9.800000000000004;508793;J0400740A00.0;580.0;544.0;270.0;172.0;0.25/0.178;40.2;37.2;1.6;0.35;16912.0;4.571428571428572;315520.0;0.25;0.178;False;30.72;40.52;9.800000000000004;0.22879999999999995;5.719999999999999;0.35
DCI-20250715265;ECI-20250715002;WOA250704091-00-006-008;J0200601A00.0;2#龙门图电线;沉锡;A板;正片;短边;1.5;520.0;405.0;0.5mm;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;65-95;单点≥20，平均≥25;46.0;47.0;18.0;12.0;;;60.0;8;;否;;;孔铜;≥20平均25;32.68;28.76;32.68;32.03;26.8;32.03;30.83;ACC;20.0;25.0;0;26.8;32.68;30.83;2.46;5.879999999999999;465939;J0200601A00.0;520.0;405.0;222.0;161.0;0.25/0.25;46.21;48.7;1.6;0.5;3969.0;3.2;210600.0;0.25;0.25;False;26.8;32.68;5.879999999999999;0.34;6.800000000000001;0.5
DCI-20250715270;ECI-20250715001;WOA250710224-00-001-001;J0200581A00.1;2#龙门图电线;沉金;A板;正片;短边;1.1;622.0;531.0;0.35mm;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;≥35;单点≥18，平均≥20;40.0;48.0;16.0;10.0;;;60.0;8;;是;;;孔铜;≥18平均20;27.45;26.8;28.76;26.14;25.49;26.14;26.79;ACC;18.0;23.0;0;25.49;28.76;26.8;1.17;3.270000000000003;480469;J0200581A00.1;622.0;531.0;168.91;119.38;0.127/0.127;39.55;48.11;1.2;0.35;24135.0;3.428571428571429;330282.0;0.127;0.127;False;25.49;28.76;3.270000000000003;0.41611111111111104;7.489999999999998;0.35
DCI-20250715372;ECI-20250710007;WOA250704096-00-001-003;JB2C013EB3;2#龙门图电线;沉金;A板;正片;短边;1.5;600.0;510.0;0.4;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;＞35;单点≥25;40.0;52.0;18.0;10.0;;;70.0;8;;否;;;孔铜;≥25;39.87;32.68;33.99;36.6;32.03;32.68;34.64;ACC;25.0;30.0;0;32.03;39.87;34.64;3.04;7.839999999999996;409877;JB2C013EB3;600.0;510.0;243.0;162.0;0.3/0.675;40.4;52.2;1.65;0.4;13271.0;4.124999999999999;306000.0;0.3;0.675;False;32.03;39.87;7.839999999999996;0.28120000000000006;7.030000000000001;0.4
DCI-20250715556;ECI-20250715011;WOA250709187-00-001-001;J0200109A00.0;2#龙门图电线;沉金;A板;正片;短边;0.9;600.0;546.0;0.35;H0080;东威;5;5;28;40.0;18.5;2.1;龙门;53; 单点≥20，平均≥25;33.0;46.0;18.0;10.0;;;60.0;8;;否;;;孔铜;≥20平均25;32.03;28.11;33.33;32.03;27.45;32.68;30.93;ACC;20.0;25.0;0;27.45;33.33;30.94;2.5;5.879999999999999;263918;J0200109A00.0;600.0;546.0;191.6;174.6;0.254/;33.0;46.0;1.0;0.35;21840.0;2.857142857142857;327600.0;0.254;;False;27.45;33.33;5.879999999999999;0.37249999999999994;7.449999999999999;0.35
DCI-20250716049;ECI-20250714001;WOA250710225-00-004-004;JB2C481LA1;2#龙门图电线;喷锡;A板;正片;短边;1.4(含铜);448.0;347.0;0.45;H0080;东威;5;5;28;45.0;2.1;2.1;龙门;≥35;单点≥25;56.0;60.0;18.0;10.0;;;70.0;8;;否;;;孔铜;≥25;36.92;32.0;39.38;35.08;30.07;36.31;34.96;ACC;25.0;30.0;0;30.07;39.38;34.96;3.4;9.310000000000002;500826;JB2C481LA1;448.0;347.0;329.0;212.0;0.599mm/;56.37;59.98;1.5;0.45;1484.0;3.333333333333333;155456.0;0.599;;False;30.07;39.38;9.310000000000002;0.2028;5.07;0.45
DCI-20250716310;ECI-20250715008;WOA250712271-00-001-001;J0400737A00.0;2#东威板电VCP线;沉金;A板;负片;短边;1.5;622.0;507.0;0.45;H0053;东威;≥35;单点≥25;35;45.0;48.8;0.8;;;;;;;;;;;;;是;;;孔铜;≥25;36.6;30.07;37.26;39.22;30.72;35.3;34.86;ACC;25.0;30.0;0;30.07;39.22;34.86;3.69;9.149999999999999;509353;J0400737A00.0;622.0;507.0;240.03;118.11;;;;1.6;0.45;4246.0;3.555555555555556;315354.0;;;True;30.07;39.22;9.149999999999999;0.2028;5.07;0.45
DCI-20250716311;ECI-20250715009;WOA250712270-00-001-001;J0400735A00.0;2#东威板电VCP线;沉金;A板;负片;短边;1.5;622.0;517.0;0.35mm;H0053;东威;≥35;单点≥25;36;45.0;48.8;0.8;;;;;;;;;;;;;是;;;孔铜;≥25;34.64;30.72;39.22;34.64;26.8;36.6;33.77;ACC;25.0;30.0;0;26.8;39.22;33.77;4.41;12.42;508479;J0400735A00.0;622.0;517.0;245.11;118.11;;;;1.6;0.35;9431.0;4.571428571428572;321574.0;;;True;26.8;39.22;12.419999999999998;0.07200000000000002;1.8000000000000007;0.35
DCI-20250716312;ECI-20250715006;WOA250712311-00-001-001;J0400736A00.0;2#东威板电VCP线;沉金;A板;负片;短边;1.5;618.0;503.0;0.45;H0053;东威;≥35;单点≥25;35;45.0;48.8;0.8;;;;;;;;;;;;;是;;;孔铜;≥25;41.18;30.72;36.6;39.22;32.68;35.3;35.95;ACC;25.0;30.0;0;30.72;41.18;35.95;3.92;10.46;509151;J0400736A00.0;622.0;507.0;240.03;118.11;;;;1.6;0.45;7039.0;3.555555555555556;315354.0;;;True;30.72;41.18;10.46;0.22879999999999995;5.719999999999999;0.45
DCI-20250716313;ECI-20250715007;WOA250712268-00-001-001;P0400104A00.0;2#东威板电VCP线;光铜板;A板;负片;短边;1.5;580.0;538.0;0.4;H0149;东威;≥35;单点≥25;36;45.0;48.8;0.8;;;;;;;;;;;;;;;;孔铜;≥25;30.07;27.45;35.3;32.68;26.8;32.03;30.72;ACC;25.0;30.0;1;26.8;35.3;30.72;3.26;8.499999999999996;510234;P0400104A00.0;580.0;538.0;580.0;538.0;;;;;0.4;7770.0;;312040.0;;;True;26.8;35.3;8.499999999999996;0.07200000000000002;1.8000000000000007;0.4
DCI-20250716340;ECI-20250713009;WOA250703039-00-001-004;JB4C325PA2;2#龙门图电线;OSP;A板;正片;短边;0.61;520.5;406.0;0.3;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;≥52.9;单点≥25;71.0;72.0;18.0;10.0;;;70.0;8;;否;;;孔铜;≥25;33.85;28.92;35.08;33.85;28.92;34.46;32.51;ACC;25.0;30.0;1;28.92;35.08;32.51;2.82;6.159999999999997;503931;JB4C325PA2;520.5;406.0;378.0;249.0;0.18/0.2;71.0;72.0;1.62;0.3;22568.0;5.4;211323.0;0.18;0.2;False;28.92;35.08;6.159999999999997;0.15680000000000008;3.9200000000000017;0.3
DCI-20250716385;ECI-20250710012;WOA250625732-00-001-001;J0400228C00.0;2#龙门图电线;喷锡;A板;正片;短边;1.9;556.0;416.0;0.45;H0163;荣信;5;5;28;45.0;18.5;2.1;龙门;≥105;单点≥20，平均≥25;34.0;35.0;17.0;14.0;;;60.0;8;;是;;;孔铜;≥20平均25;30.15;23.38;29.54;31.38;24.0;31.38;28.3;ACC;20.0;25.0;1;23.38;31.38;28.3;3.65;8.0;359325;J0400228C00.0;560.0;420.0;267.65;196.97;0.28/0.4;34.41;34.97;2.0;0.45;3330.0;4.444444444444445;235200.0;0.28;0.4;False;23.38;31.38;8.0;0.16899999999999996;3.379999999999999;0.45
DCI-20250716449;ECI-20250715010;WOA250711263-00-001-001;J0400716A00.0;2#龙门图电线;喷锡;A板;正片;短边;1.4;600.0;496.0;0.45;H0159;东威;5;5;28;45.0;18.5;2.1;龙门;≥70;单点≥20，平均≥25;32.0;29.0;18.0;10.0;;;60.0;8;;是;;;孔铜;≥20平均25;33.33;26.48;32.68;33.33;28.53;34.64;31.49;ACC;20.0;25.0;0;26.48;34.64;31.5;3.22;8.16;508265;J0400716A00.0;600.0;496.0;284.0;235.0;0.254/0.25;31.67;28.93;2.0;0.45;6761.0;4.444444444444445;297600.0;0.254;0.25;False;26.48;34.64;8.16;0.324;6.48;0.45
DCI-20250716453;ECI-20250715004;WOA250712312-00-001-001;J0400738A00.0;2#龙门图电线;沉锡;A板;正片;短边;1.5;618.0;524.0;0.35;H0150;东威;5;5;28;45.0;18.5;2.1;龙门;≥70;单点≥20，平均≥25;44.0;48.0;18.0;10.0;;;60.0;8;;是;;;孔铜;≥20平均25;27.45;24.18;28.76;28.76;24.84;29.41;27.23;ACC;20.0;25.0;1;24.18;29.41;27.23;2.21;5.23;508030;J0400738A00.0;622.0;528.0;175.8;147.9;0.254/0.246;44.08;48.17;1.6;0.35;16954.0;4.571428571428572;328416.0;0.254;0.246;False;24.18;29.41;5.23;0.209;4.18;0.35
DCI-20250716538;ECI-20250715005;WOA250712274-00-001-001;J0600141A00.0;2#龙门图电线;喷锡;A板;正片;短边;1.25;596.0;326.0;0.325mm;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;≥50;单点≥20，平均≥25;72.0;73.0;18.0;10.0;;;60.0;10;;是;;;孔铜;≥20平均25;26.14;21.57;24.84;27.45;21.57;26.14;24.61;ACC;20.0;25.0;1;21.57;27.45;24.62;2.5;5.879999999999999;507185;J0600141A00.0;600.0;330.0;302.0;186.0;0.152/0.15;72.22;73.96;1.35;0.325;25761.0;4.153846153846154;198000.0;0.152;0.15;False;21.57;27.45;5.879999999999999;0.07850000000000001;1.5700000000000003;0.325
DCI-20250716551;ECI-20250716008;WOA250708153-00-001-001;J0400200A00.0;2#龙门图电线;喷锡;A板;正片;短边;0.71;622.0;516.0;0.4;H 0080;东威;5;5;28;45.0;18.5;2.1;龙门;≥38.4;单点≥25;53.0;51.0;18.0;10.0;;;70.0;8;;是;;;孔铜;≥25;33.99;26.8;32.03;32.03;26.14;33.33;30.72;ACC;25.0;30.0;1;26.14;33.99;30.72;3.38;7.850000000000001;292885;J0400200A00.0;622.0;516.0;245.0;195.0;0.15/0.15;53.4;51.2;1.6;0.4;62561.0;4.0;320952.0;0.15;0.15;False;26.14;33.99;7.850000000000001;0.04560000000000002;1.1400000000000006;0.4
DCI-20250716634;ECI-20250716007;WOA250710216-00-001-002;J0400529A00.0;2#龙门图电线;喷锡;A板;正片;短边;0.7;580.0;520.5;0.35;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;≥35;单点≥20，平均≥25;56.0;37.0;18.0;10.0;;;60.0;8;是;;;;孔铜;≥20平均25;32.62;27.69;35.08;32.62;26.46;31.72;31.03;ACC;20.0;25.0;0;26.46;35.08;31.03;3.29;8.619999999999997;428174;J0400529A00.0;580.0;520.5;247.6;181.2;0.2/0.2;56.0;37.0;1.6;0.35;12366.0;4.571428571428572;301890.0;0.2;0.2;False;26.46;35.08;8.619999999999997;0.32300000000000006;6.460000000000001;0.35
DCI-20250717012;ECI-20250715003;WOA250707126-00-001-005;J0800046A00.0;2#龙门图电线;沉金;A板;正片;短边;1.5;576.0;330.0;0.3mm;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;≥35;单点≥20;68.0;69.0;18.0;10.0;;;60.0;8;;是;;;孔铜;≥20平均25;33.99;27.45;34.64;33.33;28.11;31.37;31.48;ACC;20.0;25.0;0;27.45;34.64;31.48;3.08;7.190000000000001;503790;J0800046A00.0;580.0;334.0;306.0;181.0;0.12/0.15;68.9;69.65;1.6;0.3;17886.0;5.333333333333334;193720.0;0.12;0.15;False;27.45;34.64;7.190000000000001;0.37249999999999994;7.449999999999999;0.3
DCI-20250717107;ECI-20250716005;WOA250715368-00-001-001;J0200236C00.0;2#龙门图电线;OSP;A板;正片;短边;1.6;600.0;538.0;0.4mm;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;≥38.4;单点≥25;57.0;62.0;19.0;11.0;;;70.0;8;;否;;;孔铜;≥25;35.95;28.76;36.6;34.64;29.41;36.6;33.66;ACC;25.0;30.0;1;28.76;36.6;33.66;3.62;7.84;510573;J0200236C00.0;600.0;538.0;187.0;128.0;0.15/0.125;56.6;62.2;1.76;0.4;34995.0;4.399999999999999;322800.0;0.15;0.125;False;28.76;36.6;7.84;0.15040000000000006;3.7600000000000016;0.4
DCI-20250717338;ECI-20250717007;WOA250714321-00-001-002;J0200693A00.0;2#龙门图电线;喷锡;A板;正片;短边;1.5;622.0;469.9;0.6mm;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;≥70;单点≥18，平均≥20;43.0;47.0;16.0;12.0;;;60.0;8;;否;;;孔铜;≥18平均20;31.37;26.14;30.72;27.45;24.18;30.72;28.43;ACC;18.0;23.0;0;24.18;31.37;28.43;2.95;7.190000000000001;508459;J0200693A00.0;622.0;469.9;223.0;117.0;0.2/0.2;42.86;46.98;1.6;0.6;9903.0;2.666666666666667;292277.8;0.2;0.2;False;24.18;31.37;7.190000000000001;0.3433333333333333;6.18;0.6
DCI-20250717339;ECI-20250717006;WOA250708154-00-001-002;J0200448A00.0;2#龙门图电线;喷锡;A板;正片;短边;1.5;622.0;428.0;0.5mm;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;≥35;单点≥20;47.0;64.0;18.0;10.0;;;60.0;8;;是;;;孔铜;≥20平均25;37.26;26.53;36.6;39.22;28.69;37.26;34.26;ACC;20.0;25.0;0;26.53;39.22;34.26;5.27;12.69;414459;J0200448A00.0;622.0;428.0;202.61;131.66;0.508/0.394;47.1;64.2;1.6;0.5;3445.0;3.2;266216.0;0.508;0.394;False;26.53;39.22;12.689999999999998;0.32650000000000007;6.530000000000001;0.5
DCI-20250717578;ECI-20250717004;WOA250716403-00-001-001;J0200653A00.0;2#龙门图电线;沉锡;A板;正片;短边;1.6000（不含铜）;600.0;345.0;0.4;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;＞52.9;单点≥25;56.0;55.0;18.0;12.0;;;70.0;8;;否;;;孔铜;≥25;39.38;30.15;39.38;38.77;30.15;37.91;35.95;ACC;25.0;30.0;0;30.15;39.38;35.96;4.53;9.230000000000004;507169;J0200653A00.0;600.0;345.0;325.0;190.0;0.20/;56.02;54.77;1.75;0.4;7742.0;4.375;207000.0;0.2;;False;30.15;39.38;9.230000000000004;0.20599999999999993;5.149999999999999;0.4
DCI-20250717579;ECI-20250717003;WOA250716404-00-001-001;J0200654A00.0;2#龙门图电线;沉锡;A板;正片;短边;1.6;600.0;492.0;0.35mm;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;＞52.9;单点≥25;60.0;58.0;18.0;12.0;;;70.0;8;;否;;;孔铜;≥25;37.54;29.41;40.0;38.15;28.31;37.54;35.15;ACC;25.0;30.0;1;28.31;40.0;35.16;4.97;11.69;502278;J0200654A00.0;600.0;492.0;280.0;190.0;0.2/;60.3;58.5;1.75;0.35;8466.0;5.0;295200.0;0.2;;False;28.31;40.0;11.690000000000001;0.13239999999999996;3.3099999999999987;0.35
DCI-20250717583;ECI-20250716003;WOA250707140-00-001-001;J0400722A00.0;2#龙门图电线;沉金;A板;正片;短边;1.5;622.0;506.0;0.4;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;≥33.4; 单点≥20，平均≥25;55.0;54.0;18.0;10.0;;;60.0;8;;是;;;孔铜;≥20平均25;34.64;25.49;35.95;35.95;28.11;36.6;32.79;ACC;20.0;25.0;0;25.49;36.6;32.79;4.76;11.11;504672;J0400722A00.0;622.0;506.0;240.0;294.2;0.2/0.2;55.64;54.51;1.6;0.4;14215.0;4.0;314732.0;0.2;0.2;False;25.49;36.6;11.110000000000003;0.2744999999999999;5.489999999999998;0.4
DCI-20250717668;ECI-20250717005;WOA250711264-00-001-001;J0600108D00.0;2#东威板电VCP线;沉锡;A板;负片;短边;1.5;576.0;524.0;0.3;H0080;荣信;≥35;单点≥25;33;45.0;48.8;0.8;;;;;;;;;;;;;;;;孔铜;≥25;38.56;29.41;41.18;36.6;28.11;39.87;35.62;ACC;25.0;30.0;1;28.11;41.18;35.62;5.54;13.07;507018;J0600108D00.0;580.0;528.0;268.2;249.0;;;;1.6;0.3;45309.0;5.333333333333334;306240.0;;;True;28.11;41.18;13.07;0.12439999999999998;3.1099999999999994;0.3
DCI-20250718056;ECI-20250716004;WOA250707141-00-001-001;J0400585A00.1;2#龙门图电线;沉金;A板;正片;短边;1.5;560.0;520.5;0.35mm;H0080;东威;5;5;28;45.0;18.5;2.1;龙门;≥35;单点≥18，平均≥20;30.0;44.0;16.0;10.0;;;60.0;8;;是;;;孔铜;≥18平均20;32.03;26.14;32.03;32.68;26.8;3.07;25.45;ACC;18.0;23.0;0;3.07;32.68;25.46;11.33;29.61;504728;J0400585A00.1;560.0;520.5;262.6;165.0;0.203/0.197;30.36;43.87;1.6;0.35;7328.0;4.571428571428572;291480.0;0.203;0.197;False;3.07;32.68;29.61;-0.8294444444444444;-14.93;0.35
DCI-20250718272;ECI-20250717002;WOA250707123-00-001-001;J0600002C00.0;2#龙门图电线;沉金;A板;正片;短边;1.5;626.0;520.5;0.25;H0116;荣信;5;5;28;45.0;18.5;2.1;龙门;≥38.4;单点≥20，平均≥25;61.0;62.0;16.0;10.0;;;70.0;8;;是;;;孔铜;≥20平均25;31.37;26.8;31.37;32.68;28.11;30.07;30.06;ACC;20.0;25.0;0;26.8;32.68;30.07;2.22;5.879999999999999;263280;J0600002C00.0;626.0;520.5;149.5;97.0;0.11/0.134;61.0;62.0;1.6;0.25;59033.0;6.4;325833.0;0.11;0.134;False;26.8;32.68;5.879999999999999;0.34;6.800000000000001;0.25
DCI-20250718302;ECI-20250718009;WOA250707120-00-001-001;J0400189B00.0;2#龙门图电线;喷锡;A板;正片;短边;0.4;622.0;503.0;0.35;H0144;东威;5;5;28;40.0;18.5;2.1;龙门;35;单点≥18，平均≥20;48.0;49.0;14.0;10.0;;;60.0;8;;是;;;孔铜;≥18平均20;33.99;25.03;33.99;33.99;27.18;31.37;30.92;ACC;18.0;23.0;0;25.03;33.99;30.92;3.93;8.96;464587;J0400189B00.0;622.0;503.0;118.2;118.04;0.152/0.178;48.0;49.0;1.0;0.35;15363.0;2.857142857142857;312866.0;0.152;0.178;False;25.03;33.99;8.96;0.3905555555555556;7.030000000000001;0.35
